X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
862.072,-267.376,-2.177,4.46,-2.13,0.23,1,0.9487991239681487
-108.093,-117.081,999.0,999.0,-2.08,0.26,1,0.9885460027198527
254.962,-410.536,999.0,999.0,-2.13,0.3,1,0.9876097254278574
337.575,-492.211,999.0,999.0,-2.11,0.25,1,0.9844408033311244
-329.291,-491.952,999.0,999.0,-2.44,0.25,1,0.9541808082280595
-55.839,391.728,999.0,999.0,-1.86,0.27,1,0.9798165366646351
-179.512,27.71,999.0,999.0,-1.72,0.24,1,0.9868605378407787
360.099,-347.352,999.0,999.0,-1.55,0.24,1,0.9879947397440527
64.137,-281.504,999.0,999.0,-1.73,0.26,1,0.989481949446295
99.951,-309.671,999.0,999.0,-1.92,0.24,1,0.9893423192593949
-35.257,291.332,999.0,999.0,-2.12,0.21,1,0.9848575684059835
-56.818,-431.008,999.0,999.0,-1.96,0.24,1,0.9830809393142902
-107.478,-221.583,999.0,999.0,-2.34,0.23,1,0.9874526659689621
517.957,147.808,999.0,999.0,-2.03,0.26,1,0.9798382432458803
380.924,370.908,-10.186,4.35,-1.99,0.23,1,0.9736909528408946
-297.138,396.302,5.814,4.21,-2.19,0.28,1,0.9694002026767853
825.693,768.787,999.0,999.0,-2.05,0.24,1,0.3988503793588879
132.069,180.686,999.0,999.0,-1.94,0.28,1,0.988561595591899
-277.66,468.295,-17.29,4.6,-1.98,0.26,1,0.9639566479872274
223.909,-453.733,999.0,999.0,-2.58,0.28,1,0.9864507101672817
-70.001,-513.442,999.0,999.0,-2.29,0.2,1,0.9779496757040296
-259.821,128.187,999.0,999.0,-1.73,0.24,1,0.9829142175027464
364.637,751.344,999.0,999.0,-2.14,0.22,1,0.8577289058726824
443.811,-18.846,0.936,6.16,-1.92,0.21,1,0.9872159172907329
-146.357,-186.156,999.0,999.0,-2.09,0.3,1,0.9868821068748415
142.59,30.019,999.0,999.0,-1.63,0.28,1,0.9906579451424978
455.275,-257.722,999.0,999.0,-2.16,0.24,1,0.9873075425189857
655.984,377.013,999.0,999.0,-1.74,0.3,1,0.9340866791711995
165.197,-214.425,999.0,999.0,-2.14,0.21,1,0.9907037015852593
-348.7,-326.011,999.0,999.0,-2.09,0.23,1,0.968858048399172
384.048,561.487,999.0,999.0,-2.09,0.29,1,0.9424606260599243
-352.478,-55.968,-20.768,4.86,-2.16,0.25,1,0.9781384219323634
287.233,-335.333,999.0,999.0,-1.95,0.26,1,0.9889573893474486
-36.071,-32.6,999.0,999.0,-2.18,0.3,1,0.9899550100168443
623.09,122.604,11.47,5.87,-1.72,0.2,1,0.9728088878349985
189.596,-307.514,999.0,999.0,-1.76,0.26,1,0.9897084086541892
-350.031,730.813,-2.824,4.02,-2.23,0.25,1,0.8830628639398959
-424.101,216.512,999.0,999.0,-1.96,0.3,1,0.9681948678901632
670.043,8.924,999.0,999.0,-2.07,0.27,1,0.973479121676131
205.628,-330.241,999.0,999.0,-1.97,0.21,1,0.9893549437466639
931.521,-194.334,999.0,999.0,-1.51,0.28,1,0.9268367628670989
74.457,-479.771,999.0,999.0,-2.37,0.22,1,0.9842853320668611
171.888,-205.312,999.0,999.0,-1.63,0.23,1,0.9907707301643204
562.785,-508.194,999.0,999.0,-1.69,0.28,1,0.976873833539265
227.781,-238.404,999.0,999.0,-2.39,0.26,1,0.9904290112409284
458.738,86.091,999.0,999.0,-1.08,0.24,1,0.9847988504361359
-536.241,468.658,999.0,999.0,-1.63,0.21,1,0.9189898286971101
749.777,104.904,-5.988,4.87,-1.93,0.25,1,0.9558800004399222
-119.785,-1157.431,999.0,999.0,-2.07,0.22,1,0.5257258981849484
-26.914,274.971,999.0,999.0,-2.6,0.3,1,0.9855182491412235
-427.209,36.486,999.0,999.0,-1.8,0.27,1,0.9715016026553369
-120.919,-225.365,999.0,999.0,-1.62,0.21,1,0.9870272294005037
-103.706,717.013,999.0,999.0,-1.6,0.3,1,0.9233079620411786
929.186,-417.333,999.0,999.0,-1.77,0.24,1,0.9226141703226696
362.369,-100.831,999.0,999.0,-2.36,0.22,1,0.9895744363123393
92.467,-157.966,999.0,999.0,-2.05,0.27,1,0.9908499843215846
182.778,223.606,999.0,999.0,-1.7,0.23,1,0.9872064906213907
-262.535,-505.436,999.0,999.0,-1.42,0.27,1,0.9626690653739381
112.948,236.592,999.0,999.0,-1.49,0.3,1,0.987234169023897
-96.646,-620.411,999.0,999.0,-1.96,0.3,1,0.9657794759423611
-210.198,-115.879,999.0,999.0,-2.19,0.28,1,0.9855251991857025
