X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
-134.383,-62.291,999.0,999.0,-1.66,0.27,1,0.9969964334191236
-153.143,185.559,999.0,999.0,-1.39,0.28,1,0.9980380420348943
22.08,29.639,999.0,999.0,-1.49,0.26,1,0.9977717946731629
-379.466,276.665,999.0,999.0,-0.96,0.28,1,0.9958366358939764
-322.44,345.99,999.0,999.0,-1.54,0.21,1,0.9934895966193859
-30.474,231.684,999.0,999.0,-2.09,0.26,1,0.9946272929042509
-243.576,77.372,256.394,5.83,-1.88,0.28,1,0.9980974529800593
-188.418,171.57,287.124,5.04,-1.81,0.27,1,0.9982412577973944
86.407,26.341,999.0,999.0,-1.59,0.28,1,0.9967399608444508
-18.368,-3.017,999.0,999.0,-1.58,0.28,1,0.998006946054563
-178.344,-44.278,999.0,999.0,-1.67,0.25,1,0.9969494962849024
-442.597,88.646,999.0,999.0,-2.28,0.28,1,0.991630235589838
-210.863,-42.913,999.0,999.0,-1.51,0.24,1,0.9964207550491577
-233.791,15.439,999.0,999.0,-1.77,0.27,1,0.9975059769922976
-210.344,39.721,274.034,2.14,-1.87,0.27,1,0.9980560309804172
11.425,148.774,999.0,999.0,-1.41,0.24,1,0.9966406414393916
33.609,11.015,999.0,999.0,-1.81,0.23,1,0.9976471115543362
-487.571,340.579,999.0,999.0,-1.88,0.22,1,0.9889195408899165
-169.177,172.523,999.0,999.0,-2.13,0.28,1,0.9982087128040896
-19.192,20.74,999.0,999.0,-1.63,0.25,1,0.998097080054976
-9.791,-242.307,999.0,999.0,-1.71,0.25,1,0.9794091109796811
-200.669,130.564,269.632,4.12,-1.55,0.21,1,0.9984016681301797
-228.128,-237.749,999.0,999.0,-1.84,0.28,1,0.911257890773335
-233.038,185.299,999.0,999.0,-1.65,0.22,1,0.9981234653499531
39.214,-118.332,999.0,999.0,-1.53,0.24,1,0.9958220338408239
-404.308,80.045,267.096,6.49,-1.33,0.29,1,0.9940881640281848
146.834,-86.137,258.825,4.2,-1.63,0.22,1,0.9945923636746522
-126.583,256.887,274.425,4.27,-1.76,0.22,1,0.9961528272711472
-249.035,187.965,269.886,4.4,-1.75,0.29,1,0.9980676649367719
-332.294,472.962,999.0,999.0,-1.98,0.22,1,0.9581720048420828
-405.405,-86.068,999.0,999.0,-1.81,0.23,1,0.9548579568469171
56.422,55.302,287.625,2.9,-1.88,0.28,1,0.9971630814531318
-456.992,218.227,258.356,4.2,-1.34,0.24,1,0.9941380853507636
127.719,-247.432,999.0,999.0,-1.17,0.25,1,0.9799038562258687
-395.934,142.409,999.0,999.0,-1.79,0.3,1,0.9960437095588129
-201.082,242.526,999.0,999.0,-1.54,0.29,1,0.9973637948258436
-156.63,91.175,999.0,999.0,-1.97,0.22,1,0.9984794495415005
-197.369,143.577,999.0,999.0,-1.37,0.24,1,0.9983756516425911
-475.842,289.86,999.0,999.0,-1.49,0.28,1,0.9921838320194689
-122.959,72.444,999.0,999.0,-1.15,0.23,1,0.9984698825394169
-267.195,214.38,266.577,4.31,-1.4,0.22,1,0.9977961785468705
-3674.913,-2214.929,999.0,999.0,-1.01,0.21,0,2.3695877188035686e-262
