X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
-262.693,-144.995,999.0,999.0,-2.0,0.22,1,0.9992519103007675
-55.965,-12.527,999.0,999.0,-1.76,0.29,1,0.9967043951292405
-175.785,-146.282,84.379,3.83,-1.94,0.21,1,0.9997484484417153
-155.315,-31.434,999.0,999.0,-2.18,0.24,1,0.9987864999042178
-181.43,-115.51,999.0,999.0,-2.12,0.28,1,0.9998362695983866
-263.346,-35.859,87.564,3.94,-1.86,0.2,1,0.9816756377602661
-57.834,-96.237,999.0,999.0,-1.98,0.27,1,0.9995549652944944
-206.055,-142.116,999.0,999.0,-2.52,0.28,1,0.9997331063648122
-221.611,-169.911,89.222,4.63,-1.41,0.28,1,0.9993261884376624
-54.013,-44.233,999.0,999.0,-1.6,0.29,1,0.9991248302503505
-134.928,-94.512,81.186,3.09,-1.92,0.21,1,0.9998464622723834
-121.828,-98.413,74.501,5.3,-1.97,0.21,1,0.999838272300798
-147.502,-71.711,999.0,999.0,-2.11,0.24,1,0.9997798706028498
-158.777,-138.585,92.85,4.25,-1.73,0.29,1,0.9997880378720158
-157.375,-53.859,999.0,999.0,-1.69,0.22,1,0.9995782597470647
-96.445,-54.552,999.0,999.0,-2.08,0.21,1,0.9996215215741046
-191.811,-130.806,999.0,999.0,-1.96,0.22,1,0.9998019530551494
-140.557,-116.83,999.0,999.0,-2.14,0.29,1,0.9998422207839661
-156.732,-150.825,999.0,999.0,-1.39,0.29,1,0.9996974313694088
-218.053,-186.653,78.547,4.59,-1.64,0.21,1,0.9986380192400174
-69.898,-109.561,999.0,999.0,-1.65,0.22,1,0.9996104870794578
-174.008,-93.783,80.0,4.19,-2.39,0.24,1,0.9998276822167944
-185.15,-89.411,999.0,999.0,-1.85,0.24,1,0.9997936330251193
-301.332,-117.197,999.0,999.0,-1.29,0.25,1,0.9972167454582176
-100.966,-122.862,999.0,999.0,-2.02,0.22,1,0.9997341370328954
-29.259,-65.202,999.0,999.0,-2.46,0.24,1,0.9990079827411378
-59.689,-96.979,999.0,999.0,-1.89,0.24,1,0.9995722856299849
-102.323,-99.555,999.0,999.0,-1.72,0.21,1,0.9998034135524759
-196.433,-32.067,999.0,999.0,-1.41,0.24,1,0.9974758921672704
