X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
274.248,-217.606,999.0,999.0,-1.57,0.29,1,0.9994448857847028
197.134,-250.998,999.0,999.0,-1.05,0.24,1,0.9994514181781221
85.29,-224.368,124.163,4.43,-1.37,0.2,1,0.9989983543626431
364.52,-312.326,999.0,999.0,-1.83,0.23,1,0.994705234195971
152.362,-281.314,163.634,4.11,-1.26,0.24,1,0.9991164354685793
305.812,-142.563,999.0,999.0,-1.95,0.22,1,0.999038095579801
125.678,-187.577,999.0,999.0,-2.33,0.23,1,0.9993104029921728
393.271,-294.725,999.0,999.0,-1.57,0.25,1,0.9939524680938787
265.133,-187.148,999.0,999.0,-1.67,0.24,1,0.999471617820906
319.767,-200.719,159.235,4.88,-1.56,0.2,1,0.9992074072985142
114.745,-111.897,152.196,2.97,-1.45,0.26,1,0.9980294216693284
105.098,-212.524,999.0,999.0,-1.7,0.22,1,0.9992097033050845
270.28,-168.287,999.0,999.0,-1.49,0.27,1,0.9994039785326427
234.547,-214.719,999.0,999.0,-1.9,0.28,1,0.9995353136724068
162.86,-166.326,999.0,999.0,-2.03,0.24,1,0.9993894011756492
181.428,-174.916,999.0,999.0,-1.9,0.27,1,0.9994734698970736
345.407,-346.164,999.0,999.0,-1.52,0.28,1,0.9905132687288268
156.802,-161.518,999.0,999.0,-0.89,0.3,1,0.9993393896866029
340.297,-69.121,999.0,999.0,-1.49,0.22,1,0.9947743679792759
234.942,-163.731,999.0,999.0,-1.36,0.25,1,0.9994544373733545
290.926,-178.07,999.0,999.0,-2.22,0.26,1,0.9993576377046327
252.554,-275.864,145.081,5.19,-1.81,0.22,1,0.9991855211478409
183.931,-237.679,999.0,999.0,-1.67,0.29,1,0.9994907772618862
265.613,-236.015,999.0,999.0,-1.45,0.26,1,0.9994242127034002
225.985,-126.645,999.0,999.0,-1.81,0.21,1,0.9991584151028727
307.607,-197.471,999.0,999.0,-1.86,0.29,1,0.999297413548844
216.831,-97.254,999.0,999.0,-1.86,0.27,1,0.9985401209114272
244.572,-224.803,144.149,4.2,-1.51,0.27,1,0.9995070565176424
307.348,-190.758,165.196,4.07,-1.98,0.21,1,0.9992933478842402
152.56,-260.143,999.0,999.0,-1.01,0.29,1,0.9993151609914722
97.212,-245.296,146.613,4.54,-2.0,0.23,1,0.9990505595138558
-63.951,-189.707,999.0,999.0,-1.94,0.23,1,0.9788611585486373
189.513,-240.417,999.0,999.0,-2.03,0.3,1,0.9994882133252835
211.646,-80.449,999.0,999.0,-1.61,0.24,1,0.9978253712443317
211.323,-204.869,165.172,3.87,-1.63,0.27,1,0.9995505693880897
76.447,-347.981,175.231,3.83,-1.48,0.28,1,0.9936407131644176
164.339,-361.356,999.0,999.0,-1.88,0.3,1,0.9950611043904897
247.434,-232.882,999.0,999.0,-1.73,0.26,1,0.9994818636649954
50.616,-262.653,999.0,999.0,-1.69,0.26,1,0.9980050696320069
276.263,-225.104,999.0,999.0,-1.75,0.26,1,0.9994214979357291
116.325,-173.446,999.0,999.0,-1.69,0.21,1,0.9991766422454699
411.176,-169.136,999.0,999.0,-1.87,0.2,1,0.9966782945199858
258.057,-180.832,138.864,4.86,-1.66,0.22,1,0.9994760217054448
413.021,-235.079,154.583,4.84,-1.69,0.3,1,0.9961415189007674
216.666,-214.457,165.926,3.22,-1.97,0.26,1,0.9995472136319765
145.887,-135.533,999.0,999.0,-1.64,0.23,1,0.9990208338073508
104.373,-263.321,999.0,999.0,-1.94,0.26,1,0.998981186950587
210.325,-159.076,999.0,999.0,-1.84,0.27,1,0.9994377187256611
233.356,-211.867,999.0,999.0,-1.65,0.28,1,0.9995387099218495
104.469,-223.904,999.0,999.0,-1.57,0.23,1,0.9991958958429901
204.304,-223.755,999.0,999.0,-2.01,0.27,1,0.9995365215662595
215.096,-111.612,999.0,999.0,-1.74,0.23,1,0.9989058505890506
249.744,-150.29,156.406,2.97,-1.59,0.21,1,0.9993589126572554
216.811,-14.254,999.0,999.0,-1.83,0.24,1,0.9828283155045323
109.391,-176.979,999.0,999.0,-2.05,0.24,1,0.999139033608768
151.016,-275.726,999.0,999.0,-1.94,0.25,1,0.9991751299865436
306.601,7.983,161.202,4.93,-1.27,0.21,1,0.9507221413661953
140.088,-260.577,999.0,999.0,-1.87,0.27,1,0.9992602639521813
42.143,-230.313,999.0,999.0,-1.76,0.24,1,0.9981071428298798
245.076,-203.119,138.782,6.8,-1.7,0.25,1,0.9995262863873209
293.118,-310.706,145.474,4.75,-1.3,0.25,1,0.9979633280793984
-30.005,-187.566,160.225,6.14,-1.58,0.22,1,0.9909976698691816
176.454,-268.673,999.0,999.0,-1.26,0.27,1,0.999316767004189
227.56,-325.395,999.0,999.0,-1.24,0.23,1,0.9981051704065356
266.127,-238.425,999.0,999.0,-1.9,0.21,1,0.9994129731933631
156.693,-230.964,999.0,999.0,-2.51,0.28,1,0.9994538470949691
98.333,-169.927,999.0,999.0,-2.21,0.24,1,0.9989695974820639
219.486,-248.982,999.0,999.0,-2.03,0.24,1,0.9994588021861085
256.527,-299.542,999.0,999.0,-1.17,0.24,1,0.9987657539442567
167.643,-118.349,152.794,4.13,-1.92,0.23,1,0.9988720076330434
227.701,-283.437,999.0,999.0,-1.97,0.23,1,0.9991685007351045
70.601,-144.278,137.637,4.05,-2.4,0.24,1,0.9980015374374209
298.109,-142.369,999.0,999.0,-1.52,0.21,1,0.9990939386141312
189.267,-110.287,999.0,999.0,-1.53,0.29,1,0.9988110041226618
326.105,-219.939,999.0,999.0,-1.77,0.26,1,0.9991133532830831
140.925,-78.754,999.0,999.0,-1.72,0.28,1,0.9967188398367617
324.742,-85.004,999.0,999.0,-1.91,0.27,1,0.9969572135529384
157.676,-209.52,999.0,999.0,-2.21,0.3,1,0.9994797510858372
220.324,-207.132,999.0,999.0,-1.18,0.24,1,0.9995492232160824
83.066,-184.281,999.0,999.0,-1.88,0.27,1,0.9988798882515048
251.242,-163.584,999.0,999.0,-1.69,0.27,1,0.9994310920382005
229.67,-204.52,999.0,999.0,-1.04,0.24,1,0.9995439704400972
130.165,-202.273,999.0,999.0,-1.17,0.2,1,0.9993684406758033
385.458,-71.607,158.56,6.03,-1.4,0.26,1,0.9911337173597061
115.862,-202.847,999.0,999.0,-1.42,0.25,1,0.9992835041109945
-7.788,-236.577,144.334,5.26,-1.88,0.26,1,0.9950394905784715
184.002,-308.873,156.635,5.28,-1.93,0.21,1,0.9987244165177388
249.218,-226.163,999.0,999.0,-1.92,0.23,1,0.9994956739916673
248.933,-261.128,999.0,999.0,-1.54,0.21,1,0.9993368761089059
185.832,-64.862,142.822,3.19,-1.76,0.24,1,0.9964315194788632
118.845,-356.569,999.0,999.0,-1.53,0.21,1,0.9946072863507166
289.519,-249.889,158.601,5.23,-1.69,0.27,1,0.9992395023146242
274.215,-197.092,999.0,999.0,-1.78,0.28,1,0.99945604567211
203.282,-230.688,999.0,999.0,-1.45,0.29,1,0.999523161619166
148.049,-174.114,999.0,999.0,-1.73,0.24,1,0.9993716733408197
263.561,-229.195,999.0,999.0,-1.55,0.2,1,0.9994530447424289
292.827,-286.909,141.097,4.5,-1.32,0.25,1,0.9987188197237943
-23.254,-313.211,999.0,999.0,-1.74,0.26,1,0.9844764946387947
277.825,-150.071,999.0,999.0,-1.48,0.3,1,0.9992734726604964
390.162,-274.904,999.0,999.0,-1.52,0.29,1,0.9959913111480504
339.607,-118.401,144.61,4.33,-1.64,0.28,1,0.9981276460712537
304.186,-217.667,154.161,4.8,-1.54,0.24,1,0.9992993937506022
215.744,-278.022,999.0,999.0,-1.94,0.2,1,0.9992500281515029
379.624,-289.821,999.0,999.0,-1.43,0.27,1,0.9957119834469654
95.486,-309.824,999.0,999.0,-1.43,0.21,1,0.9978188133895267
345.523,-228.013,138.851,5.46,-1.68,0.28,1,0.9988232915490289
236.445,-212.794,999.0,999.0,-1.27,0.22,1,0.9995347678439166
-120.573,-180.186,149.586,4.38,-1.62,0.23,1,0.8840047845226283
267.231,-183.63,154.933,2.87,-1.38,0.29,1,0.9994593806995233
249.343,-186.27,147.726,4.47,-1.58,0.27,1,0.9995040600440998
-702.542,-1693.293,999.0,999.0,-0.82,0.26,0,3.899100142131664e-103
-1474.144,-386.292,999.0,999.0,-0.21,0.3,0,2.5715041648714185e-58
-1722.398,3402.209,999.0,999.0,-0.73,0.27,0,0.0
762.117,-4135.91,999.0,999.0,-0.61,0.28,0,0.0
-2504.207,-474.099,999.0,999.0,-0.4,0.26,0,2.6909526506459157e-155
3518.761,1496.591,999.0,999.0,-0.53,0.26,0,0.0
-1716.102,4035.989,50.843,5.35,-0.91,0.26,0,0.0
2507.173,-4980.94,999.0,999.0,-0.65,0.28,0,0.0
-4246.369,1113.442,999.0,999.0,-0.85,0.23,0,0.0
-4064.812,2307.344,999.0,999.0,-0.85,0.23,0,0.0
-756.122,1887.577,-73.205,4.86,-1.09,0.29,0,3.262706101340274e-218
26.957,-1503.876,999.0,999.0,-0.94,0.29,0,2.11802123219299e-69
-3311.021,-3888.439,999.0,999.0,-0.19,0.28,0,0.0
-1790.674,-4623.279,999.0,999.0,-1.02,0.3,0,0.0
-360.561,3163.258,999.0,999.0,-1.08,0.29,0,0.0
1396.704,1172.128,999.0,999.0,-0.62,0.29,0,2.1108058041108913e-100
-4535.979,-2582.862,999.0,999.0,-0.75,0.22,0,0.0
4855.595,62.661,999.0,999.0,-0.79,0.23,0,0.0
-4569.794,-206.711,999.0,999.0,-0.78,0.27,0,0.0
2148.089,3923.19,999.0,999.0,-0.69,0.3,0,0.0
3846.691,4733.104,999.0,999.0,-0.46,0.24,0,0.0
2551.207,4057.66,-63.814,4.19,-0.16,0.27,0,0.0
3982.724,-1301.837,999.0,999.0,-0.68,0.24,0,0.0
4876.225,267.246,-20.378,4.88,-1.23,0.26,0,0.0
455.704,-972.458,999.0,999.0,-0.9,0.29,0,5.036218433082221e-25
-4482.594,-564.771,999.0,999.0,-0.47,0.28,0,0.0
1466.849,3030.291,999.0,999.0,-0.95,0.3,0,0.0
2810.118,897.03,1.198,4.68,-0.93,0.2,0,4.078236746948977e-179
-2016.195,-2857.205,999.0,999.0,-0.37,0.27,0,0.0
1491.3,-794.751,-123.19,4.54,-0.54,0.23,0,8.836975959932431e-52
-3998.229,4915.313,999.0,999.0,-1.03,0.26,0,0.0
-2106.146,-3664.323,999.0,999.0,-0.55,0.25,0,0.0
2466.46,-2668.701,999.0,999.0,-0.43,0.3,0,0.0
3573.797,-1576.915,999.0,999.0,-1.03,0.26,0,0.0
3960.318,3248.742,999.0,999.0,-0.73,0.26,0,0.0
3872.825,-3319.842,999.0,999.0,-0.93,0.26,0,0.0
790.671,-2729.728,999.0,999.0,-0.76,0.23,0,1.536286749204905e-287
1424.249,-4883.363,999.0,999.0,-0.7,0.22,0,0.0
3531.211,3310.251,999.0,999.0,-0.52,0.29,0,0.0
