X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
194.7,-155.34,999.0,999.0,-1.02,0.25,1,0.9976777246072085
90.861,-13.04,999.0,999.0,-1.27,0.22,1,0.9988998879692589
99.524,-162.018,999.0,999.0,-1.18,0.27,1,0.9956736447073158
30.077,-72.805,-195.35,3.19,-1.53,0.26,1,0.9963980246440487
172.415,172.512,999.0,999.0,-1.32,0.25,1,0.9983717394035213
78.741,45.835,999.0,999.0,-1.37,0.27,1,0.9990036092729095
212.854,-12.833,999.0,999.0,-1.06,0.26,1,0.9990145466402577
114.741,201.834,999.0,999.0,-1.34,0.23,1,0.9982802083980294
256.986,-95.857,999.0,999.0,-1.25,0.3,1,0.9981985972542834
308.992,73.367,-185.217,5.05,-1.8,0.27,1,0.9958793725348293
-47.903,309.01,-215.51,4.23,-1.41,0.22,1,0.984877996471261
-24.427,212.266,999.0,999.0,-0.77,0.3,1,0.9955148279651157
193.078,118.436,999.0,999.0,-1.44,0.25,1,0.9987837248039181
262.805,-50.781,999.0,999.0,-1.1,0.27,1,0.9984148932502126
187.491,-18.681,999.0,999.0,-0.84,0.22,1,0.9991072089886943
3.987,98.33,-185.322,5.31,-1.8,0.22,1,0.99788889556885
253.614,-133.971,999.0,999.0,-1.59,0.26,1,0.9977158844424027
283.169,-64.404,999.0,999.0,-1.76,0.29,1,0.9979381202107233
24.093,89.638,-197.418,5.76,-1.65,0.23,1,0.9983717239974976
52.766,10.701,-200.654,6.06,-1.39,0.23,1,0.9985947847857276
88.774,138.248,999.0,999.0,-1.4,0.26,1,0.9988923072373944
481.241,-174.335,999.0,999.0,-1.25,0.26,1,0.8244826981909048
104.252,198.068,999.0,999.0,-1.28,0.22,1,0.998351479112316
325.956,-74.581,-200.128,3.15,-1.43,0.25,1,0.9961041671753921
152.963,160.911,999.0,999.0,-1.48,0.26,1,0.9986808784054946
33.006,49.269,999.0,999.0,-1.17,0.26,1,0.998455955049445
-44.748,161.822,-206.359,2.83,-1.17,0.24,1,0.9950982733468177
140.508,90.091,999.0,999.0,-1.15,0.26,1,0.9991497858693684
136.101,79.795,999.0,999.0,-1.07,0.23,1,0.9991759375072173
97.428,42.745,999.0,999.0,-1.28,0.24,1,0.9991102861263366
330.313,89.685,999.0,999.0,-1.13,0.21,1,0.9927872943201305
158.226,12.896,-197.251,6.1,-1.37,0.24,1,0.9992010173296739
199.97,-123.831,999.0,999.0,-1.83,0.25,1,0.9983118533889408
235.653,-106.923,999.0,999.0,-1.28,0.2,1,0.998335325100299
250.262,7.783,999.0,999.0,-1.38,0.26,1,0.9986666498975795
213.985,-124.572,999.0,999.0,-1.32,0.22,1,0.9982534454946513
186.671,-1.481,999.0,999.0,-1.25,0.22,1,0.9991394222915349
46.691,117.701,999.0,999.0,-1.18,0.23,1,0.9986714953665013
160.196,-22.867,999.0,999.0,-1.6,0.27,1,0.9991271903350512
115.093,171.228,999.0,999.0,-1.74,0.23,1,0.9986874649485459
47.653,205.42,-205.03,4.38,-1.47,0.22,1,0.9979121878683513
192.752,-35.692,999.0,999.0,-1.24,0.27,1,0.9990455360986746
117.27,-50.616,999.0,999.0,-1.17,0.24,1,0.9988532074978987
101.755,105.121,999.0,999.0,-1.24,0.26,1,0.9990700211129605
211.958,2.291,-212.945,3.05,-0.6,0.22,1,0.9990336625645128
91.596,-317.38,-190.535,4.07,-1.2,0.2,1,0.9055496379813104
177.063,109.299,999.0,999.0,-1.33,0.23,1,0.998962415019765
180.6,1.976,999.0,999.0,-1.42,0.23,1,0.9991590196247742
179.065,105.574,999.0,999.0,-1.9,0.23,1,0.9989721372998144
298.716,46.66,-206.143,4.09,-1.92,0.21,1,0.9970795582346875
74.464,-75.826,999.0,999.0,-1.71,0.23,1,0.9979727000500018
435.867,14.195,999.0,999.0,-1.38,0.26,1,0.9377890509769422
31.101,90.019,-207.167,4.09,-0.98,0.3,1,0.9984990588411977
249.373,-47.553,-197.62,4.26,-1.69,0.23,1,0.9986170930374486
234.288,126.247,-189.155,4.23,-1.57,0.26,1,0.9980657897270081
205.893,-109.314,999.0,999.0,-1.65,0.2,1,0.9984930145001932
277.138,108.009,999.0,999.0,-1.09,0.3,1,0.9969335948334987
