X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
-47.957,66.451,999.0,999.0,-1.77,0.22,1,0.998438211574255
106.223,181.551,146.795,4.04,-1.81,0.25,1,0.989529309275867
53.131,-87.99,999.0,999.0,-1.22,0.24,1,0.9993401794617405
-61.633,-125.971,129.836,4.26,-1.64,0.23,1,0.9986070168604277
-46.821,193.863,999.0,999.0,-1.3,0.22,1,0.982970944394326
-37.727,68.172,999.0,999.0,-1.09,0.3,1,0.9985449288334208
33.411,40.916,999.0,999.0,-0.61,0.28,1,0.9991964575860035
-63.866,113.463,999.0,999.0,-0.93,0.29,1,0.9963519475280975
158.317,51.112,999.0,999.0,-1.27,0.27,1,0.9979752380192534
133.705,-84.679,999.0,999.0,-1.21,0.27,1,0.998879211136447
152.446,-234.854,133.412,4.19,-0.67,0.24,1,0.9890092397750034
100.341,56.836,143.488,6.0,-0.91,0.27,1,0.9988246528232865
-30.089,-145.472,999.0,999.0,-1.43,0.27,1,0.9986997831862547
-79.366,-64.736,999.0,999.0,-0.88,0.24,1,0.9988087637287801
192.534,-197.146,999.0,999.0,-1.56,0.3,1,0.9901432507075193
97.851,-22.424,999.0,999.0,-1.26,0.29,1,0.9992824031995277
52.422,130.675,999.0,999.0,-1.31,0.28,1,0.9972085956309588
37.477,-76.509,999.0,999.0,-1.3,0.3,1,0.9993891917940524
114.626,-80.77,999.0,999.0,-1.14,0.27,1,0.9990961290743823
5.733,-99.504,999.0,999.0,-0.68,0.23,1,0.9992812419764483
68.488,-30.207,999.0,999.0,-0.9,0.28,1,0.9993946327882255
70.376,-11.881,999.0,999.0,-1.28,0.3,1,0.999368863342497
71.831,3.482,999.0,999.0,-1.32,0.27,1,0.9993277223489394
-81.161,-26.54,999.0,999.0,-1.63,0.2,1,0.9987982326476078
-17.602,-101.948,999.0,999.0,-1.65,0.23,1,0.9991927298253045
25.178,-156.105,999.0,999.0,-1.23,0.22,1,0.9987948405909255
-19.816,26.847,142.035,4.45,-0.8,0.28,1,0.9991467754912725
-87.592,-84.411,999.0,999.0,-1.01,0.2,1,0.9985779337546533
-59.991,109.392,999.0,999.0,-1.07,0.21,1,0.9967386558244534
174.322,5.43,999.0,999.0,-1.23,0.29,1,0.9981432483450566
57.637,-64.599,999.0,999.0,-1.56,0.28,1,0.999394935293406
91.053,1.284,999.0,999.0,-0.83,0.27,1,0.999264562672167
47.514,73.112,121.776,4.63,-0.67,0.29,1,0.9988635349104154
19.316,-23.293,999.0,999.0,-1.03,0.23,1,0.9994203127078991
-123.737,-178.4,999.0,999.0,-0.73,0.23,1,0.9938243459341028
-102.73,-85.849,999.0,999.0,-1.93,0.27,1,0.998222287016132
16.437,69.939,999.0,999.0,-1.37,0.22,1,0.9988868672653513
-17.24,17.153,999.0,999.0,-0.92,0.23,1,0.9992144131575461
-86.001,91.443,127.833,6.26,-1.6,0.22,1,0.9966041262647053
16.17,44.08,999.0,999.0,-1.07,0.24,1,0.9991545445169111
-24.065,158.757,999.0,999.0,-1.36,0.29,1,0.9938897658700154
133.904,-114.376,999.0,999.0,-0.7,0.25,1,0.9986171715593681
37.417,-278.075,999.0,999.0,-1.72,0.27,1,0.9868306899964983
71.872,-69.034,999.0,999.0,-1.09,0.27,1,0.9993547550497751
45.543,-116.6,999.0,999.0,-1.11,0.3,1,0.9992046018628835
-19.529,-118.56,136.408,4.24,-1.16,0.28,1,0.9990724784489851
-255.662,-141.713,130.71,4.28,-1.35,0.26,1,0.9080874465408256
100.655,28.46,999.0,999.0,-1.22,0.25,1,0.9990824758746656
203.592,-28.174,999.0,999.0,-1.13,0.24,1,0.9971787858358816
302.264,-172.354,999.0,999.0,-0.83,0.26,1,0.913121884045757
